timestamp,session_id,condition,task_id,trial_index,event_type,tool,item_type,n_points,notes
2026-01-15T06:41:26.067735,user6_h_only_3010,H_ONLY,cat,1,trial_start,,,,
2026-01-15T06:41:31.067735,user6_h_only_3010,H_ONLY,cat,1,item_moved,SELECT,,,
2026-01-15T06:41:35.067735,user6_h_only_3010,H_ONLY,cat,1,ellipse_end,ELLIPSE,QGraphicsEllipseItem,,
2026-01-15T06:41:40.067735,user6_h_only_3010,H_ONLY,cat,1,ai_output,ASSISTANT,,,shown:auto
2026-01-15T06:41:44.067735,user6_h_only_3010,H_ONLY,cat,1,ellipse_end,ELLIPSE,QGraphicsEllipseItem,,
2026-01-15T06:41:46.067735,user6_h_only_3010,H_ONLY,cat,1,tool_change,PEN,,,
2026-01-15T06:41:51.067735,user6_h_only_3010,H_ONLY,cat,1,rect_start,RECT,,,
2026-01-15T06:41:52.067735,user6_h_only_3010,H_ONLY,cat,1,pen_start,PEN,,,
2026-01-15T06:41:54.067735,user6_h_only_3010,H_ONLY,cat,1,pen_end,PEN,QGraphicsPathItem,6,
2026-01-15T06:41:59.067735,user6_h_only_3010,H_ONLY,cat,1,tool_change,PEN,,,
2026-01-15T06:42:01.067735,user6_h_only_3010,H_ONLY,cat,1,tool_change,PEN,,,
2026-01-15T06:42:03.067735,user6_h_only_3010,H_ONLY,cat,1,ellipse_end,ELLIPSE,QGraphicsEllipseItem,,
2026-01-15T06:42:07.067735,user6_h_only_3010,H_ONLY,cat,1,pen_start,PEN,,,
2026-01-15T06:42:08.067735,user6_h_only_3010,H_ONLY,cat,1,ai_output,ASSISTANT,,,shown:auto
2026-01-15T06:42:09.067735,user6_h_only_3010,H_ONLY,cat,1,user_action,ASSISTANT,,,accept:auto
2026-01-15T06:42:10.067735,user6_h_only_3010,H_ONLY,cat,1,pen_start,PEN,,,
2026-01-15T06:42:15.067735,user6_h_only_3010,H_ONLY,cat,1,item_moved,SELECT,,,
2026-01-15T06:42:17.067735,user6_h_only_3010,H_ONLY,cat,1,ellipse_end,ELLIPSE,QGraphicsEllipseItem,,
2026-01-15T06:42:20.067735,user6_h_only_3010,H_ONLY,cat,1,item_moved,SELECT,,,
2026-01-15T06:42:23.067735,user6_h_only_3010,H_ONLY,cat,1,user_action,ASSISTANT,,,accept:auto
2026-01-15T06:42:28.067735,user6_h_only_3010,H_ONLY,cat,1,item_moved,SELECT,,,
2026-01-15T06:42:33.067735,user6_h_only_3010,H_ONLY,cat,1,rect_start,RECT,,,
2026-01-15T06:42:35.067735,user6_h_only_3010,H_ONLY,cat,1,rect_end,RECT,QGraphicsRectItem,,
2026-01-15T06:42:39.067735,user6_h_only_3010,H_ONLY,cat,1,pen_end,PEN,QGraphicsPathItem,37,
2026-01-15T06:42:42.067735,user6_h_only_3010,H_ONLY,cat,1,item_moved,SELECT,,,
2026-01-15T06:42:45.067735,user6_h_only_3010,H_ONLY,cat,1,pen_start,PEN,,,
2026-01-15T06:42:47.067735,user6_h_only_3010,H_ONLY,cat,1,user_action,ASSISTANT,,,accept:auto
2026-01-15T06:42:49.067735,user6_h_only_3010,H_ONLY,cat,1,ellipse_start,ELLIPSE,,,
2026-01-15T06:42:54.067735,user6_h_only_3010,H_ONLY,cat,1,ellipse_start,ELLIPSE,,,
2026-01-15T06:42:56.067735,user6_h_only_3010,H_ONLY,cat,1,ellipse_end,ELLIPSE,QGraphicsEllipseItem,,
2026-01-15T06:42:59.067735,user6_h_only_3010,H_ONLY,cat,1,rect_end,RECT,QGraphicsRectItem,,
2026-01-15T06:43:00.067735,user6_h_only_3010,H_ONLY,cat,1,ellipse_start,ELLIPSE,,,
2026-01-15T06:43:01.067735,user6_h_only_3010,H_ONLY,cat,1,tool_change,PEN,,,
2026-01-15T06:43:03.067735,user6_h_only_3010,H_ONLY,cat,1,pen_start,PEN,,,
2026-01-15T06:43:04.067735,user6_h_only_3010,H_ONLY,cat,1,pen_start,PEN,,,
2026-01-15T06:43:09.067735,user6_h_only_3010,H_ONLY,cat,1,pen_end,PEN,QGraphicsPathItem,37,
2026-01-15T06:43:10.067735,user6_h_only_3010,H_ONLY,cat,1,ellipse_start,ELLIPSE,,,
2026-01-15T06:43:15.067735,user6_h_only_3010,H_ONLY,cat,1,rect_end,RECT,QGraphicsRectItem,,
2026-01-15T06:43:19.067735,user6_h_only_3010,H_ONLY,cat,1,tool_change,PEN,,,
2026-01-15T06:43:22.067735,user6_h_only_3010,H_ONLY,cat,1,pen_end,PEN,QGraphicsPathItem,31,
2026-01-15T06:43:23.067735,user6_h_only_3010,H_ONLY,cat,1,pen_end,PEN,QGraphicsPathItem,22,
2026-01-15T06:43:25.067735,user6_h_only_3010,H_ONLY,cat,1,trial_end,,,,duration_s=23.96
2026-01-15T06:41:26.067735,user6_h_only_3010,H_ONLY,castle,2,trial_start,,,,
